,PRIO3.SAO,RAIZ4.SAO,ITUB4.SAO,IGTA3.SAO,ARZZ3.SAO,ENGI11.SAO,SLCE3.SAO,WEGE3.SAO,GGBR4.SAO,PSSA3.SAO
2020-01-17,8.202,,28.9278,54.5207,62.0633,52.6497,21.9846,18.0584,21.57,29.2347
2020-01-20,8.612,,28.34,55.3655,62.4289,52.3798,22.7493,18.6129,22.27,29.8822
2020-01-21,8.944,,27.7356,54.894,65.2347,52.5533,23.2177,18.397,21.8,29.6439
2020-01-22,9.24,,27.9012,54.9824,63.9306,53.4112,24.0397,19.0889,22.07,29.6978
2020-01-23,9.306,,28.5635,56.0728,62.9327,53.7293,24.011,19.457,22.16,29.7023
2020-01-24,9.1,,28.3483,53.9313,63.0216,54.2884,23.4949,20.3305,21.67,29.2302
2020-01-27,8.956,,27.7356,52.4872,61.9349,54.2016,22.8258,20.1047,19.95,28.5333
2020-01-28,9.52,,27.7273,53.1847,62.8735,55.1174,22.7302,20.6151,20.2,29.2122
2020-01-29,9.152,,27.2968,53.0963,63.4662,54.5969,22.4816,20.8016,20.14,30.1205
2020-01-30,9.46,,27.6942,52.5364,62.0831,53.9799,21.889,20.1047,20.74,29.4146
2020-01-31,9.586,,27.1726,52.3595,59.5737,53.1799,21.7743,19.3392,20.05,29.7338
2020-02-03,9.594,,27.2513,53.1061,60.6506,55.1174,23.0743,19.9575,20.55,29.4146
2020-02-04,9.76,,27.4667,53.7054,61.2532,55.715,22.7875,19.8839,21.43,29.3876
2020-02-05,9.6,,27.6323,53.2437,61.9843,56.4669,22.5199,20.301,21.4,29.4415
2020-02-06,9.578,,27.5661,52.556,60.2653,55.8114,22.1567,21.0224,21.24,29.6079
2020-02-07,9.662,,27.9222,52.8212,59.9491,54.9535,20.8089,20.1685,20.25,29.9002
2020-02-10,8.73,,28.3944,51.2789,57.7756,53.4498,20.503,20.3795,19.93,29.7383
2020-02-11,9.098,,29.0487,53.7938,58.971,54.9921,21.2486,21.1254,21.09,30.2149
2020-02-12,9.03,,28.9328,54.6288,61.0556,56.6307,21.4302,21.8664,21.28,30.4847
2020-02-13,8.97,,28.4855,53.6857,62.8636,55.821,20.9332,22.362,21.18,29.8417
2020-02-14,9.1,,28.0051,53.9411,61.7472,56.062,20.9618,22.362,20.5,29.6978
2020-02-17,9.0,,27.7483,54.4225,63.0513,56.8717,21.4111,22.4651,20.7,30.2689
2020-02-18,9.39,,27.8643,54.285,64.0985,56.5054,20.9141,21.9351,20.52,29.8372
2020-02-19,9.41,,28.2618,54.6779,64.8889,56.3898,22.0228,23.9569,20.43,29.3516
2020-02-20,9.596,,28.1624,54.619,64.7703,56.0524,21.717,23.3042,19.53,29.3921
2020-02-21,9.592,,27.0691,54.9628,63.4366,56.6307,22.0706,24.4378,19.1,29.2257
2020-02-26,8.18,,25.7189,51.1154,60.858,53.9799,20.4648,23.063,17.1,27.7689
2020-02-27,7.96,,25.7355,49.6753,59.1587,53.3207,19.6619,21.6545,17.09,27.3373
2020-02-28,7.88,,26.5058,49.1525,59.3761,52.3512,19.2795,21.2506,16.93,27.4182
2020-03-02,8.46,,26.4064,50.928,59.1291,54.2514,20.2258,23.1418,17.31,27.6925
2020-03-03,8.356,,25.926,49.9416,57.8546,55.5505,19.9964,23.5998,17.46,27.8724
2020-03-04,8.266,,26.1745,51.8749,57.3014,58.168,21.0383,23.8657,18.33,26.8292
2020-03-05,7.91,,25.2799,48.827,56.1158,55.056,20.9905,22.9989,17.43,25.0577
2020-03-06,7.088,,24.7415,47.2783,55.8195,53.5534,20.3119,21.6791,16.15,24.8599
2020-03-09,4.498,,23.0269,41.4289,50.9488,49.2877,18.9832,19.5762,13.25,23.7763
2020-03-10,5.106,,23.5985,43.8851,55.039,49.947,19.7001,20.6399,14.34,24.5091
2020-03-11,4.662,,21.6768,40.3143,52.1541,46.6895,18.7921,19.3053,12.69,24.028
2020-03-12,3.138,,19.5481,34.6523,44.5963,40.0002,17.7789,16.2519,10.6,22.4813
2020-03-13,3.734,,21.7099,36.5462,48.2814,45.0802,19.0884,17.0054,12.45,24.064
2020-03-16,3.1,,19.7137,28.6057,41.4941,41.8616,17.7789,13.4989,10.69,21.2224
2020-03-17,2.938,,20.8733,30.3122,41.4941,44.1205,19.031,14.1244,10.82,21.119
2020-03-18,2.07,,19.4238,26.6033,34.5784,38.8272,18.2185,13.036,9.51,21.627
2020-03-19,2.366,,18.9268,29.9176,37.0483,39.7482,18.4097,14.149,9.59,22.859
2020-03-20,2.48,,18.2642,27.6193,34.8155,37.276,18.8016,15.9417,9.25,21.8339
2020-03-23,2.376,,16.9969,26.7118,33.136,34.4161,17.5877,17.3516,8.64,20.7368
2020-03-24,2.614,,18.6369,31.2098,34.776,34.2707,18.3237,17.7755,9.52,20.9436
2020-03-25,3.458,,19.5481,34.1295,40.5556,35.0656,19.8244,18.4164,10.52,20.9571
2020-03-26,3.786,,20.0865,36.1024,41.6423,37.9837,21.2964,18.7072,10.93,21.5326
2020-03-27,3.62,,19.0262,34.2578,39.1527,35.8703,21.5831,17.4305,10.1,20.5479
2020-03-30,3.4,,19.9705,34.6425,36.9989,36.6943,21.8508,16.7699,9.78,20.3681
2020-03-31,3.34,,19.1256,30.8251,36.4259,36.6459,21.6978,16.5481,10.05,20.1972
2020-04-01,3.296,,17.7373,29.5033,35.6652,34.7554,21.153,15.9861,9.57,19.7348
2020-04-02,3.9,,17.8202,29.089,35.6553,34.9008,19.8817,16.8094,10.04,20.2266
2020-04-03,4.166,,17.124,28.4281,32.6322,34.9008,19.117,16.2129,9.33,19.3762
2020-04-06,5.144,,18.3838,30.1642,37.0483,36.9367,19.5854,16.4051,9.7,20.8196
2020-04-07,5.5,,19.0634,30.6081,38.4216,37.0337,19.4994,18.3868,10.32,21.3575
2020-04-08,5.598,,20.0415,31.5649,39.0934,39.5058,19.0406,19.7128,11.05,22.2493
2020-04-09,4.94,,19.4779,30.2924,37.1471,40.4365,19.4612,18.8797,10.7,22.1803
2020-04-13,4.692,,19.8923,30.5489,36.1098,40.165,20.2927,19.3529,11.23,21.9827
2020-04-14,4.738,,20.1409,31.0717,36.9495,40.3492,21.0096,19.1755,11.56,21.146
2020-04-15,4.7,,19.395,30.4009,37.9177,39.816,22.3669,18.7318,11.31,21.8494
2020-04-16,4.5,,18.906,30.0853,39.617,40.5334,21.8508,18.7368,11.58,21.3023
2020-04-17,4.402,,19.2458,31.0717,41.7905,41.5805,21.6596,18.9586,12.3,21.4816
2020-04-20,4.12,,18.7651,32.354,44.3888,43.3255,22.4625,19.2741,11.85,21.6195
2020-04-22,3.962,,18.5413,34.1295,47.2144,45.9334,23.7051,20.1712,11.7,21.0541
2020-04-23,3.99,,18.276,35.3034,43.9344,44.0623,22.9022,19.5156,11.93,20.838
2020-04-24,3.71,,17.3063,31.9003,42.4722,41.1733,23.3419,19.0818,10.93,20.1531
2020-04-27,3.75,,17.8782,33.3897,42.0869,43.2382,23.8198,20.0135,11.32,20.6679
2020-04-28,4.358,,19.3535,34.8398,45.0409,45.0802,24.661,20.4966,11.98,20.7093
2020-04-29,4.302,,19.6105,35.1751,45.525,44.8185,24.2022,20.4078,12.46,21.238
2020-04-30,4.09,,18.8728,32.4724,41.9881,42.3657,22.9405,19.6881,11.74,20.8196
2020-05-04,3.946,,18.1559,30.8843,40.4074,40.737,23.9441,19.6389,11.47,19.7118
2020-05-05,4.236,,18.8277,30.3023,41.0989,41.7259,23.7912,19.2297,11.51,19.1831
2020-05-06,4.158,,18.4462,29.4836,42.3141,40.5043,23.8198,19.141,11.64,18.9809
2020-05-07,4.156,,17.7826,27.2839,41.1582,38.294,24.8044,19.2691,12.45,18.8935
2020-05-08,4.044,,18.5125,28.3295,41.1977,39.5737,24.8904,18.8501,13.0,18.6866
2020-05-11,4.22,,18.5623,27.3431,41.7905,40.0196,25.808,19.141,12.5,18.3143
2020-05-12,4.16,,17.9236,26.9189,39.9628,39.8839,25.5213,18.4854,12.13,18.4706
2020-05-13,4.052,,17.9153,27.9349,38.9155,38.1098,25.4066,18.7318,11.63,18.489
2020-05-14,4.204,,18.7033,28.655,37.8683,40.2329,26.0183,18.4114,11.74,19.1234
2020-05-15,4.164,,17.9402,28.0632,38.2833,40.7176,26.2381,,10.92,18.6407
2020-05-18,5.0,,18.8028,29.8387,39.1724,42.6566,25.5021,18.0516,11.82,19.8129
2020-05-19,5.4,,17.99,30.4503,41.1878,41.6774,25.3301,18.1995,11.8,20.5162
2020-05-20,5.252,,17.9153,31.338,40.0122,40.4365,24.986,,11.92,20.2312
2020-05-21,5.5,,18.9438,32.9853,43.0946,41.532,24.9286,,12.05,20.3553
2020-05-22,5.38,,19.0433,32.2652,41.2076,41.6871,24.2309,18.3572,11.6,19.7715
2020-05-25,5.796,,19.8728,34.4156,42.2845,44.2077,23.4662,18.7516,12.36,20.7783
2020-05-26,5.76,,19.0848,33.2122,41.0396,43.3352,25.1867,19.9248,11.95,20.3691
2020-05-27,5.95,,19.682,34.7017,43.3712,45.4874,25.1389,20.0036,13.26,20.6955
2020-05-28,5.846,,19.3336,32.4823,43.065,45.4583,24.1831,20.0529,13.53,21.0357
2020-05-29,6.196,,19.1097,32.1469,41.5929,46.0497,23.8103,20.6198,13.43,21.7436
2020-06-01,6.258,,19.6367,34.5734,42.2845,45.3711,24.7566,20.7825,13.52,21.5506
2020-06-02,6.718,,20.9563,34.6918,46.4339,45.468,24.3169,20.9106,14.36,22.0011
2020-06-03,6.496,,21.5124,36.8323,46.177,45.9818,23.8868,20.9994,15.34,24.0053
2020-06-04,6.784,,22.1349,36.3391,44.8136,45.594,23.8485,21.5909,15.36,23.6652
2020-06-05,7.454,,22.6245,36.8816,45.5447,45.9237,23.036,21.8522,15.17,23.9732
2020-06-08,7.472,,23.5375,36.4969,46.7303,48.5994,22.9118,22.5768,15.5,23.918
2020-06-09,7.04,,23.0727,38.2724,46.1375,47.9789,22.3861,22.5817,14.96,24.1616
2020-06-10,6.584,,22.0685,36.6745,44.3394,46.7574,22.1758,22.1775,14.34,23.7755
2020-06-12,6.168,,21.6286,35.2935,43.1835,47.2809,21.564,21.8127,13.88,23.1411
2020-06-15,6.7,,21.1223,34.5932,43.7466,47.0482,21.6978,21.8226,13.55,23.4905
2020-06-16,6.626,,21.7282,34.0506,42.4821,46.5344,21.4876,22.0641,14.8,22.9618
2020-06-17,6.666,,22.0021,35.5993,43.6083,47.6008,22.5964,22.7543,14.72,23.348
2020-06-18,7.034,,22.8652,35.0962,43.4206,46.1466,23.1316,22.7395,15.3,24.3639
2020-06-19,7.024,,23.3134,35.5105,44.043,47.3585,22.5772,22.7789,15.45,25.0167
2020-06-22,6.92,,22.5914,35.7078,45.7324,47.1064,22.2427,22.4782,15.22,24.7362
2020-06-23,7.132,,22.2926,35.3428,47.0958,46.4763,22.2522,22.7345,15.51,25.0075
2020-06-24,6.716,,21.446,34.5537,44.8927,46.2145,22.3383,22.7,15.74,24.2949
2020-06-25,7.088,,21.7033,34.2775,47.323,47.2615,22.4816,24.2627,15.66,24.7546
2020-06-26,6.89,,21.3381,32.8342,45.7324,46.1563,22.3956,24.6472,15.18,23.9777
2020-06-29,6.99,,21.9772,33.5586,46.8785,47.2421,22.5103,24.6266,15.69,23.9915
2020-06-30,7.078,,21.1223,33.0922,47.323,47.5039,22.5581,24.9669,16.01,23.446
2020-07-01,6.9,,21.6746,33.9456,47.412,46.7283,22.5868,25.9437,15.48,24.0552
2020-07-02,7.084,,22.0483,33.4097,47.7479,45.9915,22.2714,26.4272,15.78,24.0226
2020-07-03,6.966,,22.0068,34.1936,48.1628,45.8073,22.8544,26.6393,15.71,24.4365
2020-07-06,7.432,,23.0282,35.821,49.3977,45.8073,23.0265,26.2446,16.15,24.6364
2020-07-07,7.43,,21.8988,35.1462,50.2573,46.1273,23.0169,26.5949,15.77,24.2923
2020-07-08,7.33,,22.3721,35.2256,51.3045,46.5344,23.8007,26.7873,15.96,24.4039
2020-07-09,7.328,,22.3805,35.7912,51.4725,46.2824,23.4662,26.8662,16.05,24.8875
2020-07-10,7.224,,22.5881,36.2576,51.67,46.1176,23.8007,26.9846,16.1,24.8131
2020-07-13,7.728,,22.2559,35.1065,52.332,44.896,23.2177,27.103,16.26,25.413
2020-07-14,7.974,,22.6296,35.0271,51.8676,44.9833,22.8449,26.6344,16.6,25.1805
2020-07-15,8.026,,22.7874,35.424,52.3221,45.1578,23.036,26.812,16.55,25.3572
2020-07-16,7.934,,22.4054,35.0867,52.8556,44.9057,22.8735,26.9106,16.24,25.3479
2020-07-17,7.832,,22.6047,35.3546,51.917,46.2727,23.0074,28.657,16.31,25.2642
2020-07-20,8.024,,22.6711,35.9202,54.6339,46.263,23.2941,29.6782,16.31,25.5013
2020-07-21,8.23,,23.0033,36.4759,54.1004,45.7298,23.3324,29.54,16.15,25.5432
2020-07-22,8.124,,22.4801,34.9775,53.2409,46.8737,23.4088,33.6445,16.74,25.6827
2020-07-23,7.9,,22.0068,33.9753,51.2255,47.0579,22.9022,33.0426,16.39,25.3572
2020-07-24,7.698,,21.9818,33.4197,50.6821,46.5344,22.6919,32.9094,17.14,24.9433
2020-07-27,8.028,,23.0863,33.509,50.1881,47.9886,22.9405,34.5735,17.84,25.1479
2020-07-28,7.874,,22.9535,34.3127,49.8917,48.4928,23.0743,33.2093,17.73,24.9945
2020-07-29,7.874,,23.4932,34.3127,51.512,47.8723,22.8735,33.1055,17.99,25.1247
2020-07-30,7.932,,23.0946,34.0349,51.3638,47.9208,22.8162,33.6097,17.74,25.1107
2020-07-31,7.918,,22.3306,33.2907,52.1245,47.6493,22.5477,33.2884,17.45,25.1247
2020-08-03,7.902,,22.6671,32.5465,52.7568,47.436,22.781,32.9029,17.5,25.1758
2020-08-04,7.658,,21.346,32.2091,50.9785,46.4181,22.3048,33.0116,17.48,26.5244
2020-08-05,8.698,,21.3294,34.7096,52.4209,46.5247,22.5963,33.7085,18.52,26.8266
2020-08-06,8.436,,21.6285,36.3667,54.1399,47.882,23.3252,34.5142,18.06,27.2777
2020-08-07,8.778,,21.1715,35.5729,54.1399,47.5718,23.1114,33.8321,17.61,26.8638
2020-08-10,9.082,,21.4457,35.8011,53.3199,47.7366,23.2766,34.099,18.26,27.087
2020-08-11,8.76,,21.1964,36.4163,55.0488,46.6023,23.2669,33.2983,18.15,27.1986
2020-08-12,8.88,,20.9555,35.4538,54.2486,45.0802,23.3933,33.6097,18.11,27.087
2020-08-13,8.716,,20.3572,33.7074,54.8315,43.4903,24.7636,34.0545,17.86,27.1335
2020-08-14,8.618,,20.5483,34.5012,54.8315,43.626,23.2281,34.188,17.99,26.4872
2020-08-17,8.414,,20.0581,32.9632,52.2332,42.2688,23.403,33.5948,18.02,25.5711
2020-08-18,8.81,,20.1412,33.4594,55.4638,44.0056,23.5391,33.4614,19.49,26.343
2020-08-19,9.342,,20.0415,33.1815,53.3496,42.8152,24.1027,32.5618,20.02,26.1338
2020-08-20,9.178,,20.0415,34.1242,52.49,43.5177,24.3749,33.2241,20.27,26.4128
2020-08-21,8.954,,20.0082,33.8761,52.5592,44.0446,24.2874,33.412,19.68,26.3151
2020-08-24,8.856,,20.3406,33.886,52.3616,44.4447,24.4235,32.8535,19.57,26.1663
2020-08-25,8.86,,20.191,33.5487,53.3496,43.9958,24.1416,33.753,19.55,26.3709
2020-08-26,8.766,,19.7673,33.2113,53.5175,43.2738,24.0347,32.8337,19.54,26.0547
2020-08-27,8.614,,20.0913,33.2311,54.1399,43.4884,23.714,32.7645,19.25,25.7385
2020-08-28,8.598,,20.2991,33.37,56.3727,44.591,23.6946,33.2093,19.6,26.0361
2020-08-31,8.378,,19.5679,32.7052,55.444,42.3956,24.4138,31.9391,19.09,24.5806
2020-09-01,8.8,,20.2243,34.531,58.1609,43.2055,24.715,33.0808,20.0,24.9387
2020-09-02,8.676,,20.1827,34.5508,58.6746,43.4006,24.8025,33.0215,19.79,25.12
2020-09-03,8.674,,20.673,33.9059,57.4693,42.4639,24.4915,31.8452,19.38,24.8271
2020-09-04,8.81,,20.7394,34.2631,58.1214,43.0396,24.5984,31.8748,19.92,24.9945
2020-09-08,8.274,,20.2741,35.821,57.9139,42.7176,24.4623,31.1384,19.69,24.4039
2020-09-09,8.262,,20.2991,35.0271,59.4946,43.7226,24.404,32.0923,20.53,24.5295
2020-09-10,7.918,,19.867,34.4615,56.2739,42.6688,24.1805,30.8517,19.85,24.0552
2020-09-11,7.922,,19.6343,33.8463,55.0785,42.6396,23.7529,30.6886,19.91,23.5762
2020-09-14,7.8,,19.9833,35.7118,56.4814,43.947,23.8306,31.3015,20.28,24.0598
2020-09-15,7.798,,19.7174,35.7912,56.8568,43.3811,25.1329,31.6722,21.45,23.9203
2020-09-16,7.754,,19.6593,36.5354,56.0269,44.513,25.0746,31.1087,21.19,23.6831
2020-09-17,7.832,,19.6842,36.1087,55.5231,43.6446,25.1135,31.0494,21.44,23.8459
2020-09-18,7.622,,19.1939,35.176,53.8435,41.9565,25.755,30.6392,20.96,23.3809
2020-09-21,7.422,,19.0278,33.5883,53.4484,41.6443,25.4148,31.3361,20.59,22.9531
2020-09-22,7.3,,19.1939,33.1914,54.4857,41.7126,25.2399,31.9391,20.72,23.0693
2020-09-23,6.97,,18.6788,32.3282,53.0038,40.532,24.8803,30.8912,20.65,22.9019
2020-09-24,7.3,,19.1358,32.1793,53.2508,41.215,24.8608,31.8748,20.68,22.9019
2020-09-25,7.1,,19.0361,31.445,53.8831,41.254,24.5595,31.7562,20.51,22.8647
2020-09-28,6.96,,19.0278,30.6711,52.2628,40.1124,24.268,31.1007,20.54,22.5485
2020-09-29,6.868,,18.6123,30.1055,52.7074,39.8587,24.4915,32.1145,20.21,22.3207
2020-09-30,6.978,,18.6954,30.5123,53.6855,40.1222,24.7733,32.4903,20.8,22.4369
2020-10-01,7.106,,18.7245,31.8717,54.7623,40.0539,25.6092,33.0837,20.75,22.9205
2020-10-02,6.854,,18.7827,31.0084,54.2684,39.0293,25.5217,33.1579,20.6,22.8368
2020-10-05,7.306,,18.9823,31.1573,55.612,39.9173,26.0271,34.7058,21.8,22.6927
2020-10-06,7.146,,19.0155,31.842,54.7031,39.4977,25.2204,35.3487,21.7,22.423
2020-10-07,7.296,,18.8742,32.0702,54.9105,39.1757,25.512,36.1844,22.4,22.5346
2020-10-08,7.24,,20.0133,32.2984,56.1158,39.5172,25.4051,37.1784,22.25,22.4648
2020-10-09,7.114,,19.9551,32.1496,54.1992,38.9806,24.9969,38.029,21.8,22.3625
2020-10-13,7.106,,19.7638,31.832,54.0905,39.5758,25.2204,39.1417,21.98,22.4648
2020-10-14,7.676,,19.7056,31.842,54.051,39.8099,25.8133,39.8488,22.11,22.9112
2020-10-15,7.246,,19.531,32.2785,53.1421,40.6686,25.891,39.9428,22.67,22.7903
2020-10-16,7.09,,19.2151,31.8916,53.0828,40.7174,25.9785,40.5758,22.82,22.4369
2020-10-19,7.172,,19.4229,32.1496,53.972,41.1857,25.7064,40.5807,22.75,23.3948
2020-10-20,7.17,,20.1962,32.8045,54.4363,41.615,25.7452,41.3176,23.0,23.6273
2020-10-21,7.182,,20.3791,33.896,53.5274,42.4151,25.823,38.7708,23.06,24.19
2020-10-22,7.536,,21.4268,33.4395,51.9368,42.5615,25.6092,40.6055,23.18,24.297
2020-10-23,7.26,,21.1524,33.1914,60.2653,41.9468,25.6383,40.3879,23.28,23.8831
2020-10-26,7.1,,21.302,32.0404,61.4113,42.8347,25.5509,40.922,23.06,24.3202
2020-10-27,6.94,,20.6951,31.455,60.5122,42.4054,25.7938,41.1643,23.61,24.0319
2020-10-28,6.428,,19.7721,29.7681,59.4749,41.1077,25.2204,39.1367,22.22,23.1577
2020-10-29,6.6,,19.8719,30.1055,61.3816,41.4687,25.5606,39.5769,22.5,22.8508
2020-10-30,6.264,,19.5227,29.7582,60.087,40.9515,24.8511,37.4999,21.81,22.0509
2020-11-03,6.486,,20.0008,29.2521,59.5887,41.0784,25.3273,38.2367,23.18,22.6955
2020-11-04,6.44,,20.7995,30.5818,63.8636,42.8249,25.3079,40.65,22.28,23.246
2020-11-05,6.47,,21.2904,32.0801,63.9134,45.3228,25.9299,42.4055,22.35,23.9141
2020-11-06,6.8,,21.2654,33.7173,62.9867,45.4692,26.4353,41.5401,22.51,23.8999
2020-11-09,7.048,,22.9876,37.875,64.7205,45.1667,25.4634,40.6154,22.0,24.0881
2020-11-10,6.906,,24.0276,37.3987,65.4679,45.4789,25.0552,39.0823,20.83,24.5116
2020-11-11,6.676,,23.8279,36.843,65.2586,45.0594,25.1135,39.8538,20.93,23.4342
2020-11-12,6.412,,23.2455,35.2851,63.9234,43.5275,24.9677,39.9576,20.68,22.7473
2020-11-13,6.8,,23.6865,34.8783,67.7498,44.3959,25.3954,40.9813,20.93,22.9825
2020-11-16,6.93,,24.5185,35.2355,70.1712,45.274,25.315,40.3434,20.99,23.4483
2020-11-17,7.054,,24.5351,35.94,68.9754,46.1522,25.0702,40.3978,21.39,23.8247
2020-11-18,7.08,,23.9361,34.3921,68.4573,45.7034,24.8645,40.1011,20.97,23.994
2020-11-19,9.2,,23.9693,34.3325,68.9655,45.6643,24.2476,40.0219,21.24,23.8999
2020-11-20,8.642,,23.753,33.4395,70.1015,44.6496,24.4826,39.562,21.41,23.8623
2020-11-23,9.302,,24.0442,33.9853,71.626,43.6933,25.08,38.8252,22.05,23.5236
2020-11-24,9.06,,24.7181,36.0194,71.6759,43.908,24.7764,38.0488,22.62,23.2413
2020-11-25,9.6,,24.4269,36.6247,71.2673,44.591,24.6883,38.2367,22.54,22.7708
2020-11-26,10.096,,23.9111,36.0095,70.9485,45.1569,24.9723,38.4246,22.97,22.6109
2020-11-27,10.35,,24.0941,36.6942,70.7492,44.7179,27.2443,38.0784,22.76,22.5356
2020-11-30,10.034,,23.7613,35.8805,69.2046,45.4106,26.3531,36.3822,22.6,22.3003
2020-12-01,10.69,,24.7514,37.7757,68.9157,45.3033,26.4608,36.3971,23.8,22.8602
2020-12-02,10.178,,24.9428,38.2222,70.5997,45.8107,26.7252,36.2141,23.44,22.959
2020-12-03,10.32,,24.9261,38.9665,69.1648,46.5035,26.5294,36.5603,22.48,22.3803
2020-12-04,11.156,,25.1757,38.0039,70.6495,46.0253,26.5196,35.5069,22.94,22.4274
2020-12-07,11.104,,25.3255,38.3215,69.942,46.1522,26.0593,35.413,23.27,22.0463
2020-12-08,10.8,,25.2589,38.1032,69.8922,45.6643,26.2552,35.952,23.07,22.6391
2020-12-09,10.89,,25.4087,38.9069,69.7029,45.7326,25.883,35.1113,22.63,22.3145
2020-12-10,11.552,,26.249,39.79,69.3541,46.562,25.8243,35.1113,23.0,22.8508
2020-12-11,11.14,,26.041,38.897,69.3641,47.8792,25.8438,35.1113,22.96,23.3636
2020-12-14,11.1,,25.6915,39.3534,69.9321,47.4792,25.7459,34.8888,22.81,23.0766
2020-12-15,11.108,,25.9245,39.2443,70.1712,48.5427,25.8536,35.9767,23.8,23.5518
2020-12-16,11.23,,26.4154,39.1153,70.5897,49.4014,26.3139,36.2487,23.78,23.406
2020-12-17,11.65,,26.3821,38.6291,69.9719,49.4111,26.2943,37.4702,24.4,23.3636
2020-12-18,11.35,,26.3405,37.9742,68.1982,49.3721,26.1278,36.0361,24.83,23.1942
2020-12-21,11.32,,25.8746,36.7835,67.7199,47.85,26.5685,35.6288,24.39,22.625
2020-12-22,11.936,,25.9994,36.2079,67.6601,48.2988,27.4891,36.0296,24.06,22.6014
2020-12-23,13.226,,26.5734,36.6743,67.2217,48.6891,27.1659,35.9306,24.24,22.7144
2020-12-28,13.308,,26.7648,37.2895,68.3576,49.86,27.1855,37.3556,24.23,23.293
2020-12-29,13.564,,26.7066,36.5751,67.8993,50.1234,26.9407,37.1824,24.5,23.3072
2020-12-30,14.038,,26.3155,36.8628,67.9391,51.0894,26.8819,37.4743,24.45,23.0531
2021-01-04,14.96,,25.7207,35.1859,67.7598,49.3721,27.92,36.9202,26.04,22.4791
2021-01-05,14.758,,25.5542,35.0668,66.7234,49.7527,29.2029,39.1862,26.67,22.2815
2021-01-06,14.526,,26.2617,33.6082,62.5582,48.1427,29.1441,40.344,27.99,21.8299
2021-01-07,14.806,,27.3272,33.2411,62.6977,46.4254,29.2127,41.8877,29.54,22.3568
2021-01-08,14.89,,27.3188,34.9577,63.8735,48.2305,30.7012,44.421,29.1,23.8999
2021-01-11,15.57,,26.7029,33.4395,62.8771,45.879,31.0635,43.0603,28.3,23.2836
2021-01-12,15.3,,26.7861,33.8662,63.5846,46.0253,32.6696,44.5644,27.52,23.2366
2021-01-13,15.896,,26.345,33.38,63.5746,46.1034,32.7871,44.6683,26.61,23.1143
2021-01-14,15.6,,27.1274,34.4516,65.9761,47.7134,33.1005,44.4655,27.72,23.3871
2021-01-15,14.856,,26.1036,33.8761,67.1718,47.2255,32.983,42.6299,26.08,23.3166
2021-01-18,14.568,,25.9704,34.3028,68.4672,46.4937,33.7272,45.6233,26.45,23.5189
2021-01-19,14.7,,25.6624,34.3325,70.0018,46.601,33.1005,44.3319,25.67,23.3871
2021-01-20,14.162,,25.2379,33.7471,69.7527,46.4742,33.6979,43.8866,25.14,23.4483
2021-01-21,14.856,,24.8966,32.8441,69.7527,46.6791,34.1777,43.3671,25.02,23.5377
2021-01-22,14.4,,24.3639,32.3976,69.2345,46.5035,33.6587,44.0202,25.36,23.2272
2021-01-26,14.12,,23.5148,32.9334,68.7662,46.5132,33.9231,44.0103,24.05,22.9402
2021-01-27,13.824,,23.4982,32.8938,70.7791,48.3378,33.7958,43.664,23.61,22.5685
2021-01-28,14.356,,24.4638,35.1958,72.3335,49.4599,33.5118,43.5254,24.29,23.5424
2021-01-29,14.098,,23.5898,34.0448,70.3207,48.0549,33.9133,41.4573,23.25,22.6673
2021-02-01,14.694,,24.2057,34.4516,71.646,48.2012,34.2757,41.8283,23.24,22.9402
2021-02-02,15.566,,23.6896,34.7096,72.2439,49.5477,35.8425,42.0559,22.97,23.1895
2021-02-03,15.376,,23.5731,36.1087,72.2439,50.7381,37.1059,43.8718,23.53,23.453
2021-02-04,15.176,,23.4732,35.3546,74.2468,49.5282,36.0874,42.338,23.19,23.2977
2021-02-05,15.7,,23.3733,34.918,73.7386,48.894,36.391,41.8085,24.2,24.1305
2021-02-08,16.218,,22.9405,35.2256,74.2966,49.5477,38.0949,42.3033,24.0,23.4577
2021-02-09,15.548,,23.2152,34.6898,74.7848,50.0063,38.516,42.0609,24.15,23.2601
2021-02-10,15.886,,23.0487,34.1639,73.7386,49.3916,39.0449,42.5656,23.57,23.1237
2021-02-11,15.466,,23.0487,34.2135,74.2667,49.8697,40.7293,43.0455,24.11,22.8837
2021-02-12,15.918,,23.107,34.7295,75.7315,49.899,41.7184,42.8822,24.11,22.6626
2021-02-17,17.422,,23.3983,34.0944,75.7415,49.3331,40.9839,41.5364,24.46,22.4932
2021-02-18,17.682,,23.2318,33.6975,75.2333,48.3574,40.6705,41.2544,24.39,22.4462
2021-02-19,17.778,,22.9904,33.7372,76.728,48.1915,40.7195,41.1851,24.9,22.6438
2021-02-22,18.438,,21.3174,32.6258,77.007,45.7619,39.2407,40.9278,24.78,22.0745
2021-02-23,17.75,,22.6825,32.6755,75.0639,45.7619,39.2701,41.3929,25.73,21.9381
2021-02-24,17.472,,22.3495,32.5365,74.2966,45.0106,40.269,42.8971,27.14,21.7593
2021-02-25,16.782,,21.7086,32.3976,72.3435,43.8299,38.9371,39.3347,26.12,20.936
2021-02-26,16.722,,21.2674,31.3061,71.068,42.6103,40.1319,38.6172,25.87,20.5078
2021-03-01,17.646,,20.6182,30.3932,70.9485,41.6736,41.8751,38.766,26.67,20.2773
