,PRIO3.SAO,RAIZ4.SAO,ITUB4.SAO,IGTA3.SAO,ARZZ3.SAO,ENGI11.SAO,SLCE3.SAO,WEGE3.SAO,GGBR4.SAO,PSSA3.SAO
2021-03-02,17.134,,21.4505,30.7505,71.5762,42.0541,42.8935,38.2988,27.03,20.5549
2021-03-03,17.924,,21.5005,30.3039,70.6495,42.3468,43.5007,38.269,26.94,20.5031
2021-03-04,18.598,,22.1747,31.2267,72.7421,43.1469,41.973,36.3953,26.91,20.4561
2021-03-05,20.012,,22.9988,32.6358,78.2127,43.0689,42.8446,36.3009,27.62,20.4984
2021-03-08,19.0,,22.2663,30.8695,72.1044,40.5612,41.7673,34.3676,26.96,20.2067
2021-03-09,19.746,,22.5743,31.1275,70.4203,40.8832,40.6999,35.5355,27.33,20.0421
2021-03-10,18.88,,22.7407,31.9114,72.1044,41.4784,41.3267,35.9232,26.97,20.3949
2021-03-11,18.57,,22.774,34.0051,73.7087,43.0298,39.9556,35.7443,27.99,20.856
2021-03-12,18.702,,22.6242,34.5508,72.7321,42.7566,39.2211,35.3616,27.5,20.7431
2021-03-15,18.16,,22.8906,35.4141,73.3101,43.7226,39.2211,36.3904,28.49,21.1242
2021-03-16,18.2,,22.4244,34.5508,73.0809,43.547,39.3191,36.4798,28.78,21.1242
2021-03-17,19.3,,23.2984,35.176,74.1969,44.2983,40.8566,36.3755,29.12,22.0839
2021-03-18,17.64,,23.4316,34.2234,72.7122,44.23,40.4453,35.6896,28.61,21.6088
2021-03-19,18.786,,23.4816,35.9301,72.5727,46.05,40.2005,35.7592,28.64,22.9402
2021-03-22,18.11,,23.6147,35.5332,72.0745,44.14,40.7978,35.4361,27.77,22.6156
2021-03-23,17.406,,23.0154,35.7515,73.1706,43.86,39.9458,35.5902,26.56,21.9898
2021-03-24,17.602,,22.6159,35.7317,68.8359,41.86,40.4453,35.0485,26.77,21.637
2021-03-25,17.882,,23.0154,36.4759,69.5833,44.0,40.5236,35.3218,27.17,21.8816
2021-03-26,18.502,,23.365,36.1682,70.2509,44.29,41.5911,36.1518,28.6,22.131
2021-03-29,18.88,,23.3567,35.8507,68.8658,43.95,42.7466,35.8504,29.0,22.0275
2021-03-30,18.454,,23.7396,37.5475,70.5499,44.55,42.0024,37.3172,29.46,22.1545
2021-03-31,18.456,,23.2818,37.1109,70.1015,45.22,43.7162,37.0736,30.22,22.1027
2021-04-01,18.196,,22.5576,36.7934,69.663,44.22,45.8021,37.3222,29.38,21.8362
2021-04-05,18.124,,22.8489,37.0117,70.7791,44.33,44.6661,38.2421,29.44,22.7722
2021-04-06,18.698,,22.5826,36.6545,72.7321,44.59,45.7335,38.3365,30.14,23.7132
2021-04-07,18.92,,22.3828,35.9599,71.4467,43.58,45.0088,37.8691,30.71,23.3183
2021-04-08,18.95,,22.208,35.7118,72.8716,43.47,45.332,38.0183,30.81,22.9867
2021-04-09,18.898,,22.1747,36.6346,74.2268,42.94,46.5366,37.5459,31.12,23.2256
2021-04-12,19.382,,22.7241,36.327,74.1172,43.48,47.6725,37.5459,31.22,23.133
2021-04-13,20.1,,22.7158,37.736,74.1272,43.55,47.0262,37.2824,31.94,22.8697
2021-04-14,20.36,,23.0071,36.5354,74.4461,43.03,46.7912,37.904,32.39,22.626
2021-04-15,19.52,,23.0071,37.4185,80.664,43.02,48.3287,38.9332,32.62,22.5528
2021-04-16,19.628,,23.2651,37.4284,79.2988,43.42,47.8096,38.3117,32.53,22.8112
2021-04-19,19.2,,22.9155,37.617,78.2824,43.84,49.1513,37.6901,32.51,23.4743
2021-04-20,18.592,,22.799,37.4384,78.5515,44.1,48.7008,36.7305,32.27,23.3036
2021-04-22,18.194,,22.8073,36.4659,78.6412,43.55,49.4255,36.2382,33.3,22.9282
2021-04-23,18.37,,22.9155,37.32,79.2191,43.99,49.4255,37.3968,33.52,23.5718
2021-04-26,18.06,,22.8989,38.21,76.6383,43.59,48.8085,37.1084,34.3,23.484
2021-04-27,18.016,,22.5493,37.7,76.1998,44.14,49.3765,36.8051,34.43,23.172
2021-04-28,18.454,,23.4816,37.48,76.5486,44.89,49.2492,36.2979,34.67,23.445
2021-04-29,18.52,,22.7407,37.16,75.9009,45.08,50.2873,35.2935,34.39,23.3914
2021-04-30,18.316,,22.9155,36.8,75.4084,44.06,48.79,34.8161,33.22,24.069
2021-05-03,18.372,,23.2235,38.7,75.3785,43.68,50.8,34.2592,32.5,24.2689
2021-05-04,19.052,,22.233,38.51,75.7573,43.57,50.9,33.5134,32.65,24.3762
2021-05-05,19.4,,22.8656,39.0,79.1963,43.9,53.02,34.5178,34.45,25.1075
2021-05-06,19.2,,22.7241,39.91,79.7445,43.65,52.56,33.5432,36.02,25.4829
2021-05-07,19.21,,22.9988,42.64,80.831,44.52,52.29,33.235,36.37,25.6925
2021-05-10,18.48,,23.34,43.09,81.4191,43.71,53.68,32.1311,36.38,25.7656
2021-05-11,18.17,,23.2901,43.59,81.7381,43.93,56.49,32.1112,37.65,26.3165
2021-05-12,17.81,,22.9488,40.65,80.1432,42.66,55.63,31.0969,36.65,25.9021
2021-05-13,17.33,,23.6147,41.68,80.9207,44.27,50.1,31.6239,35.63,26.1556
2021-05-14,18.32,,24.1391,41.7,83.5722,45.25,50.31,31.9223,34.61,25.9558
2021-05-17,18.81,,24.1225,43.04,85.1871,45.46,50.25,31.9919,35.4,25.8046
2021-05-18,18.63,,24.0725,42.07,84.7285,44.78,50.7,32.2206,35.86,25.1172
2021-05-19,18.26,,24.2473,42.0,84.5292,45.47,48.4,31.425,35.47,25.2294
2021-05-20,17.73,,24.3805,43.25,84.4395,45.92,49.09,31.6836,34.3,25.1465
2021-05-21,18.02,,24.4971,43.37,84.569,46.0,48.39,31.5344,33.87,24.7418
2021-05-24,19.2,,24.4305,42.44,85.4861,46.79,47.75,32.4692,32.89,24.8296
2021-05-25,18.83,,24.1391,42.85,85.5459,46.75,48.2,32.7874,32.2,25.0636
2021-05-26,18.85,,24.4721,43.38,85.825,46.29,48.35,32.6184,32.55,25.0538
2021-05-27,19.33,,24.264,43.99,87.2305,47.13,50.15,32.6283,33.09,25.4975
2021-05-28,19.66,,24.6635,44.41,88.7457,47.22,51.25,34.2095,32.65,25.8144
2021-05-31,19.73,,24.5886,43.25,88.3469,46.47,53.0,33.9609,32.92,25.9119
2021-06-01,19.66,,25.471,43.11,88.018,47.53,51.39,34.0007,34.12,26.3653
2021-06-02,20.28,,26.32,43.4,87.071,47.4,51.66,33.2648,33.39,25.7364
2021-06-04,20.5,,26.8694,45.58,85.526,47.03,51.24,34.0305,32.46,26.2093
2021-06-07,19.7,,27.502,46.4,85.2369,49.01,50.59,33.941,31.89,26.6724
2021-06-08,19.32,,27.3105,44.92,87.3202,49.1,50.4,33.8316,31.34,26.6627
2021-06-09,19.0,,27.6851,43.22,88.0778,48.28,50.3,34.0604,32.07,26.3604
2021-06-10,19.52,,27.5852,44.25,87.8286,48.83,50.95,33.7421,32.14,26.4725
2021-06-11,19.69,,27.2606,42.48,87.9183,48.28,50.51,34.0206,33.0,26.4482
2021-06-14,19.38,,27.169,43.77,91.8956,49.13,49.8,34.6869,32.1,26.7699
2021-06-15,20.08,,27.169,43.44,91.0582,48.89,50.05,35.2637,31.76,26.648
2021-06-16,20.05,,27.7101,42.33,91.0882,48.21,49.77,34.6371,30.14,26.9308
2021-06-17,19.14,,27.3854,42.16,92.3342,48.22,48.39,34.2294,29.0,26.9844
2021-06-18,19.0,,26.886,42.9,93.9689,48.5,48.37,34.9952,29.08,26.6383
2021-06-21,19.42,,27.0109,43.18,95.6236,47.75,48.91,35.0548,29.87,26.8138
2021-06-22,19.33,,26.6613,43.5,94.6966,48.13,49.23,34.1001,29.8,26.6773
2021-06-23,19.49,,26.4698,42.45,93.4107,47.61,48.8,33.762,29.79,26.492
2021-06-24,19.45,,26.4781,43.48,93.9988,47.7,48.75,34.1399,30.77,26.2288
2021-06-25,19.08,,25.6374,42.03,92.4936,46.46,47.73,33.3742,30.84,25.3561
2021-06-28,18.77,,25.3461,40.93,94.6468,46.7,48.94,33.8324,30.57,25.8778
2021-06-29,18.98,,25.0964,39.4,94.7763,46.69,49.26,34.529,30.26,25.8729
2021-06-30,19.49,,24.805,40.45,94.1982,46.6,51.32,33.524,29.61,26.0679
2021-07-01,20.54,,24.7259,39.35,93.2114,45.52,52.0,34.0812,28.95,26.4287
2021-07-02,21.26,,24.9924,40.0,95.42,45.66,51.5,35.0862,29.76,26.258
2021-07-05,21.49,,24.651,40.23,96.05,45.6,53.88,34.738,29.68,26.3068
2021-07-06,20.24,,24.3761,39.21,95.81,45.64,52.1,34.3797,29.56,25.8729
2021-07-07,19.84,,24.7176,39.62,96.47,45.94,50.27,35.8823,30.0,26.2093
2021-07-08,19.58,,24.3928,40.31,96.04,45.1,48.78,34.5588,29.1,25.6047
2021-07-12,19.44,,24.7259,41.07,96.62,45.38,47.71,35.4047,30.41,25.907
2021-07-13,19.57,,24.8758,42.0,97.13,45.18,48.03,35.0066,30.53,25.9314
2021-07-14,19.35,,24.9091,42.5,99.46,45.3,47.21,34.8375,30.13,25.8388
2021-07-15,18.95,,24.6093,42.15,100.81,44.53,47.31,34.7479,29.93,25.6535
2021-07-16,18.85,,24.2096,42.19,99.57,44.32,47.35,34.121,29.46,25.3074
2021-07-19,18.2,,24.068,41.83,98.16,44.3,44.85,34.0116,29.51,25.5316
2021-07-20,18.8,,24.3845,42.52,97.23,44.5,46.73,34.3797,29.63,25.8534
2021-07-21,19.0,,24.4844,42.15,96.81,44.48,45.95,34.2802,30.3,25.205
2021-07-22,19.06,,24.2346,42.69,98.12,45.2,46.03,34.927,30.56,25.0148
2021-07-23,18.95,,24.1679,41.91,97.73,44.33,45.96,34.6285,30.74,25.1904
2021-07-26,18.75,,24.5927,41.62,96.27,44.0,45.64,34.4792,31.8,25.1562
2021-07-27,17.95,,24.8342,40.45,93.86,44.25,45.26,34.2205,30.66,24.9758
2021-07-28,18.0,,25.642,40.96,93.34,44.41,46.12,37.0167,30.73,25.2245
2021-07-29,18.38,,25.5088,42.3,92.55,43.88,46.14,35.9519,31.4,25.3659
2021-07-30,17.85,,25.2339,40.83,90.52,42.52,45.0,35.534,30.8,25.5247
2021-08-02,17.59,,25.3755,41.27,92.08,43.36,45.75,36.6316,30.73,26.7007
2021-08-03,17.9,,25.6254,40.8,92.03,43.5,45.45,36.4018,31.55,26.6216
2021-08-04,17.3,,24.9091,40.15,91.79,42.95,43.55,36.0519,31.61,26.4042
2021-08-05,17.27,7.2235,24.9841,39.54,92.0,42.21,43.46,35.842,30.74,26.1868
2021-08-06,17.47,7.0838,25.6836,39.51,93.6,42.3,42.73,36.2218,31.36,26.1769
2021-08-09,17.58,7.0539,25.9835,39.85,92.9,42.46,43.25,36.1419,30.96,26.4091
2021-08-10,18.72,7.0838,25.4921,38.36,92.1,41.61,43.05,36.0719,31.74,26.1621
2021-08-11,18.3,6.8544,25.7753,38.94,91.98,41.54,43.55,36.1319,31.509,27.2639
2021-08-12,17.75,6.9441,25.2922,37.75,92.78,40.5331,43.5,35.4922,31.0769,27.4517
2021-08-13,17.42,6.994,25.6337,37.58,91.44,42.7001,43.4,35.7521,30.7626,27.595
2021-08-16,16.77,7.004,25.2672,36.61,89.7,42.9858,42.8,34.3928,29.8,28.0891
2021-08-17,16.75,6.8045,25.1756,35.73,87.58,42.71,41.58,34.6726,28.95,27.2491
2021-08-18,17.28,6.7945,25.2256,35.73,87.8,42.33,41.72,33.5632,28.7,28.43
2021-08-19,18.1,6.9142,24.9008,35.89,89.2,43.63,42.55,35.1724,27.74,28.8796
2021-08-20,18.03,6.9641,24.8092,36.57,90.4,44.25,42.17,35.962,27.65,28.9241
2021-08-23,18.68,7.1537,25.0757,35.92,90.25,43.87,42.31,35.7321,27.85,28.7857
2021-08-24,19.08,7.2335,25.7753,36.88,91.74,45.05,42.77,35.6421,28.89,28.7264
2021-08-25,18.92,7.3233,25.8086,37.11,92.63,45.18,42.42,36.3618,29.05,28.3954
2021-08-26,18.06,7.0838,25.184,35.15,91.32,44.15,41.3,36.7516,28.44,28.3361
2021-08-27,19.4,7.1736,25.617,35.57,92.39,44.53,41.75,36.8815,28.95,28.6523
2021-08-30,19.3,7.0938,25.4338,34.83,91.53,44.53,42.05,36.6616,28.69,28.5733
2021-08-31,19.17,7.0838,25.7669,34.19,89.42,44.37,40.74,35.5422,28.32,28.2472
2021-09-01,18.63,7.0539,25.8794,33.6,88.44,45.22,46.2,36.2718,28.15,27.9359
2021-09-02,18.77,6.7845,24.9462,32.48,85.79,44.38,44.55,35.7221,27.39,27.4616
2021-09-03,18.15,6.9841,24.8046,32.51,85.89,43.81,44.3,36.2318,27.38,26.9181
2021-09-06,18.53,6.9142,25.1212,33.12,86.6,44.24,45.0,36.3618,27.69,27.0416
2021-09-08,18.26,6.5151,23.9297,31.62,82.53,43.03,43.87,36.4717,27.05,25.9941
2021-09-09,19.78,6.3954,24.2463,32.45,83.31,44.26,45.19,38.8205,27.41,26.1868
2021-09-10,19.1,6.4852,24.0047,32.61,83.16,43.16,44.6,38.6406,27.3,26.335
2021-09-13,19.52,6.9342,24.3046,33.2,84.1,43.45,44.36,38.8805,27.51,26.167
2021-09-14,19.63,7.1736,24.1547,32.89,84.68,43.45,44.04,39.3603,27.55,25.8953
2021-09-15,21.09,7.2235,23.7631,32.38,84.38,43.05,44.12,39.82,27.33,25.4111
2021-09-16,20.89,7.1038,23.7464,32.05,83.92,43.22,44.34,39.88,26.4,25.7026
2021-09-17,20.07,7.2235,23.1798,32.11,83.29,43.52,43.89,39.1704,24.6,25.7866
2021-09-20,18.93,7.0938,22.6549,32.24,82.98,42.6,42.05,38.8705,24.37,25.0504
2021-09-21,19.26,7.2634,22.5966,33.2,86.76,43.53,41.9,39.7301,24.15,25.2727
2021-09-22,20.7,7.2934,23.1215,33.1,86.5,43.73,42.43,40.5497,25.1965,25.5445
2021-09-23,21.17,7.2135,23.9214,33.03,87.95,43.86,42.71,41.1494,26.616,25.4555
2021-09-24,21.99,6.9841,23.5881,32.68,90.0,43.45,42.66,41.3193,26.2414,25.4259
2021-09-27,23.11,7.1337,24.2047,32.61,87.54,42.92,42.31,40.86,26.34,25.4012
2021-09-28,21.93,6.9242,23.6547,31.6,82.62,42.4,41.16,40.67,25.6,24.9763
2021-09-29,22.85,6.8344,24.0797,31.77,83.0,43.84,42.69,39.87,26.07,24.7935
2021-09-30,25.02,7.0838,24.1047,31.54,82.87,44.03,45.6,39.63,27.1,24.4377
2021-10-01,26.35,7.3532,24.7341,32.68,85.69,44.42,46.12,40.17,27.7,24.5168
2021-10-04,26.06,7.004,24.3243,31.69,80.1,44.11,47.35,38.78,27.14,24.0573
2021-10-05,26.2,7.1138,24.914,30.8,78.98,43.88,45.57,37.53,27.0,24.1759
2021-10-06,26.25,6.99,24.9939,30.71,78.95,42.91,46.7,37.51,26.46,23.331
2021-10-07,26.7,7.13,24.4642,30.95,79.42,43.31,46.88,37.56,26.89,22.7282
2021-10-08,27.02,7.14,24.6441,33.0,84.1,44.52,47.47,38.65,27.18,23.3063
2021-10-11,27.79,7.03,24.2144,32.5,83.01,45.23,49.25,38.62,27.17,22.491
2021-10-13,26.95,7.05,24.2444,33.94,85.9,46.0,48.5,40.58,27.63,22.8566
2021-10-14,28.15,7.15,24.1245,33.2,85.4,46.15,49.0,40.6,28.16,22.3329
2021-10-15,27.74,7.1,24.7441,33.36,89.16,45.9,48.4,40.12,28.17,22.659
2021-10-18,27.16,6.98,24.914,33.88,88.02,46.05,48.75,40.36,28.18,22.822
2021-10-19,26.77,6.69,24.3243,31.86,83.35,44.11,48.04,39.35,27.83,23.1037
2021-10-20,26.86,6.68,24.884,31.33,82.63,44.25,47.69,40.12,27.41,23.4001
2021-10-21,26.29,6.43,24.4642,29.7,79.74,43.02,46.2,39.35,26.56,23.6373
2021-10-22,26.48,6.37,23.5249,28.62,78.09,41.55,46.3,38.89,26.73,23.5286
2021-10-25,27.42,6.63,23.9846,30.23,80.45,42.27,46.98,39.55,27.96,23.7954
2021-10-26,27.15,6.58,23.7247,29.11,77.43,40.42,45.07,39.66,28.05,23.242
2021-10-27,25.35,6.63,23.9046,30.29,77.87,41.02,43.63,39.2,27.35,23.4989
2021-10-28,23.51,6.78,23.8546,30.21,75.96,39.28,43.49,37.83,27.4,23.3902
2021-10-29,23.47,6.78,23.295,29.94,73.9,39.49,43.58,37.0,26.9,23.0642
2021-11-01,23.4,6.79,24.22,31.05,76.01,40.31,43.08,36.96,24.8419,23.4
2021-11-03,23.8,6.9,24.45,32.12,80.06,41.26,44.58,37.68,23.8613,23.77
2021-11-04,23.39,6.75,23.16,31.73,79.6,40.01,44.76,37.72,23.8426,23.6
2021-11-05,27.57,6.75,22.88,32.72,79.18,40.62,45.57,37.68,22.89,24.11
2021-11-08,27.76,6.77,22.76,31.95,76.5,40.32,47.9,37.1,23.8,24.09
2021-11-09,26.5,6.73,22.53,32.83,76.25,40.89,48.1,36.79,23.99,24.57
2021-11-10,25.71,6.5,23.1,33.68,77.75,41.78,48.07,36.28,23.69,24.91
2021-11-11,25.67,6.8,23.05,34.06,80.7,42.77,47.97,36.5,25.11,24.65
2021-11-12,24.36,6.52,23.0,34.14,78.04,43.43,45.93,35.65,25.4,24.72
2021-11-16,23.51,6.02,22.76,33.08,73.68,43.33,43.56,35.38,25.44,24.55
2021-11-17,23.06,5.85,22.85,32.2,70.57,42.01,41.98,35.77,25.32,24.18
2021-11-18,22.04,5.84,22.47,33.07,73.0,42.34,41.27,35.92,24.28,23.83
2021-11-19,21.46,5.93,22.28,33.13,76.01,42.99,40.76,35.79,24.79,22.96
2021-11-22,21.53,5.63,22.07,,73.27,42.86,40.7,34.67,25.43,22.11
2021-11-23,22.67,5.67,22.44,,71.07,43.7,40.7,34.16,25.58,22.38
2021-11-24,21.9,5.57,23.04,,71.3,44.37,41.6,33.53,26.0,22.52
2021-11-25,22.08,6.08,23.25,,71.81,45.05,42.57,33.8,26.24,23.54
2021-11-26,20.15,5.91,22.792,,69.14,44.21,40.7,32.69,25.55,22.89
2021-11-29,20.84,5.79,22.6421,,68.2,45.46,40.9,32.41,25.8,22.85
2021-11-30,19.98,5.47,22.3524,,66.58,45.39,38.0,32.2,25.7,22.14
2021-12-01,20.31,5.49,22.22,,68.72,45.59,37.04,32.49,26.17,21.7
